"name","address","zip","latitude","longitude","hours","remarks"
"Malden Public Library","36 Salem Street, Malden, MA","02148","42.427886","-71.066087","Monday - Thursday: 9 AM - 9 PM\r\nFriday, Saturday: 9 AM - 6 PM\r\nSunday: Closed","The library shall be closed on the following dates:\r\n\r\nJanuary 2nd (New Years Day observed)\r\nJanuary 16th (Martin Luther King, Jr. Day)\r\nFebruary 20th (Presidents’ Day)\r\nApril 17th (Patriots’ Day)\r\nMay 29th (Memorial Day)\r\nJune 19th (Juneteenth)\r\nJuly 4th (Independence Day)\r\nSeptember 4th (Labor Day)\r\nOctober 9th (Columbus Day)\r\nNovember 11th (Veterans’ Day)\r\nNovember 23rd (Thanksgiving)\r\nDecember 22nd (Christmas Eve observed)\r\nDecember 25th (Christmas Day observed)"
"Malden City Hall","215 Pleasant Street, Malden, MA","02148","42.427348","-71.072732","Monday, Wednesday, Thursday: 8 AM - 5 PM\r\nTuesday: 8 AM - 7 PM\r\nFriday - Sunday: Closed",""
"Medford City Hall","85 George P Hassett Drive, Medford, MA","02155","42.418077","-71.105786","Monday, Tuesday, Thursday: 8:30 AM - 4:30 PM\r\nWednesday: 8:30 AM - 7:30 PM\r\nFriday: 8:30 AM - 12:30 PM\r\nWeekends: Closed",""
"Charlotte and William Bloomberg Medford Public Library","111 High St, Medford, MA","02155","42.419728","-71.113547","Monday - Thursday: 9 AM - 5 PM\r\nFriday: 9 AM - 6 PM\r\nSaturday: 9 AM - 5 PM\r\nSunday: Closed",""
"Winthrop City Hall","31 Hermon St, Winthrop, MA","02152","42.377819","-70.984924","Monday, Wednesday: 8 AM - 4:30 PM\r\nTuesday, Thursday: 8 AM - 7 PM\r\nFriday - Saturday: Closed",""
"Winthrop Public Library and Museum","257 Winthrop St, Winthrop, MA","02152","42.377622","-70.983495","Monday: 10 AM - 6 PM\r\nTuesday - Thursday: 10 AM - 8 PM\r\nFriday, Saturday: 10 AM - 5 PM\r\nSunday: Closed",""
"Chelsea Public Library","569 Broadway, Chelsea, MA","02150","42.393559","-71.032060","Monday - Thursday: 9 AM - 8 PM\r\nFriday, Saturday: 9 AM - 5 PM\r\nSunday: Closed",""
"Chelsea City Hall","500 Broadway, Chelsea, MA","02150","42.393523","-71.033512","Monday, Wednesday, Thursday: 8 AM - 4 PM\r\nTuesday: 8 AM - 7 PM\r\nFriday: 8 AM - 12 PM\r\nWeekends: Closed",""
"Parlin Memorial Library","410 Broadway, Everett, MA","02149","42.405630","-71.056930","Monday - Thursday: 9 AM - 9 PM\r\nFriday: 9 AM - 5 PM\r\nSaturday: 10 AM - 2 PM\r\nSunday: Closed",""
"Everett City Hall","484 Broadway, Everett, MA","02149","42.408364","-71.054694","Monday, Thursday: 8 AM - 7:30 PM\r\nTuesday, Wednesday: 8 AM - 5 PM\r\nFriday - Sunday: Closed",""
"Lynn City Hall","3 City Hall Square, Lynn, MA","01901","42.464811","-70.951246","Monday, Wednesday, Thursday: 8:30 AM - 4 PM\r\nTuesday: 8:30 AM - 8 PM\r\nFriday: 8:30 AM - 12:30 PM\r\nWeekends: Closed",""
"Lynn Public Library","5 N Common St, Lynn, MA","01902","42.464369","-70.952400","Monday - Thursday: 9 AM - 9 PM\r\nFriday, Saturday: 9 AM - 5 PM\r\nSunday: Closed",""
"Nahant Public Library","15 Pleasant St, Nahant, MA","01908","42.424177","-70.912918","Tuesday: 10 AM - 7 PM\r\nWednesday, Friday: 10 AM - 5 PM\r\nThursday: 10 AM - 8 PM\r\nSaturday: 12 PM - 4 PM\r\nSunday, Monday: Closed",""
"Nahant Town Hall","334 Nahant Rd, Nahant, MA","01908","42.424330","-70.913570","Monday - Thursday: 7:30 AM - 4 PM\r\nFriday: 7:30 AM - 12:30 PM\r\nWeekends: Closed",""
"Swampscott Public Library","61 Burrill St, Swampscott, MA","01907","42.469516","-70.919130","Monday - Wednesday: 9 AM - 8:30 PM\r\nThursday: 1:30 PM - 8:30 PM\r\nFriday, Saturday: 9 AM - 1:30 PM\r\nSunday: Closed",""
"Swampscott Town Hall","22 Monument Ave, Swampscott, MA","01907","42.469613","-70.918310","Monday, Wednesday, Thursday: 8 AM - 5 PM\r\nWednesday: 8 AM - 7 PM\r\nFriday - Sunday: Closed",""
"Marblehead Town Hall","188 Washington St, Marblehead, MA","01945","42.502569","-70.852416","Monday, Tuesday, Thursday: 8 AM to 5 PM\r\nWednesday: 8 AM to 6 PM\r\nFriday: 8 AM to 12:30 PM",""
"Abbot Public Library","3 Brook Rd, Marblehead, MA","01945","42.484539","-70.879285","Monday, Wednesday: 9:30 AM - 8 PM\r\nTuesday: 9:30 AM - 6 PM\r\nThursday: 12 PM - 6 PM\r\nFriday, Saturday: 9:30 AM - 5 PM",""
"Salem Library","370 Essex St, Salem, MA","01970","42.520271","-70.903203","Monday - Thursday: 9 AM - 9 PM\r\nFriday, Saturday: 9 AM - 5 PM\r\nSunday: 1 PM - 5 PM",""
"Salem City Hall","93 Washington St, Salem, MA","01970","42.521848","-70.895408","Monday - Wednesday: 8 AM - 4 PM\r\nThursday: 8 AM - 7 PM\r\nFriday: 8 AM - 12 PM\r\nWeekends: Closed",""
"South Harbor Garage","245 Derby Street, Salem, MA","01970","42.520630","-70.889742","9 AM - 8 PM",""
"Artists Row","24 New Derby Street, Salem, MA","01970","42.519849","-70.894606","8 AM - 9 PM",""
"Salem Maritime National Historic Site / Central Wharf","160 Derby Street, Salem, MA","01970","42.519612","-70.885988","9 AM - 4 PM","Seasonal (open only through October 31)"
"Salem Regional Visitor Center / National Park Service","2 New Liberty Street, Salem, MA","01970","42.522601","-70.891986","Wednesday - Sunday: 10 AM - 4 PM\r\nMonday, Tuesday: Closed","There is also a seasonal portapotty in October"
"Salem Common","82 Washington Square E, Salem, MA","01970","42.524243","-70.887769","24/7","Seasonal portapotty (only October)"
"Front Street Parking Lot","3 Front St Salem, MA","01970","42.520527","-70.893739","24/7","Seasonal portapotty (only October)"
"Beverly Public Library (Farms)","24 Vine Street, Beverly, MA","01915","42.562296","-70.812372","Monday, Wednesday: 10 AM - 6 PM\r\nTuesday, Thursday: 10 AM - 9 PM\r\nFriday, Saturday: 10 AM - 5 PM\r\nSunday: Closed",""
"Beverly City Hall","191 Cabot St, Beverly, MA","01915","42.547764","-70.878526","Monday - Wednesday: 8:30 AM - 4:30 PM\r\nThursday: 8:30 AM - 7:30 PM\r\nFriday: 8:30 AM - 1 PM\r\nWeekends: Closed",""
"Manchester-by-the-Sea Town Hall","10 Central St, Manchester-by-the-Sea, MA","01944","42.574873","-70.772305","Monday - Wednesday: 8:30 AM - 5 PM\r\nThursday: 8:30 AM - 6:30 PM\r\nFriday - Sunday: Closed",""
"Manchester-by-the-Sea Public Library","15 Union St, Manchester-by-the-Sea, MA","01944","42.574989","-70.771334","Monday, Wednesday, Friday: 10 AM - 5 PM\r\nTuesday, Thursday: 10 AM - 7 PM\r\nSaturday: 10 AM - 4 PM\r\nSunday: 1 PM - 4 PM",""
"Beverly Public Library (Main)","32 Essex Street, Beverly, MA","01915","42.550960","-70.876150","Monday - Thursday: 9 AM - 9 PM\r\nFriday, Saturday: 9 AM - 5 PM\r\nSunday: 1 PM - 5 PM",""
"Voke Park","540 Washington Ave, Chelsea, MA","02150","42.409164","-71.030408","TBD","Seasonal restrooms are open when permit holders are scheduled to use the parks or when city wide activities happen in these locations."
"Highland Park","30 Willow St, Chelsea, MA","02150","42.387634","-71.027391","","Seasonal restrooms are open when permit holders are scheduled to use the parks or when city wide activities happen in these locations."
"Yirrell Beach","843 Shirley Street, Winthrop, MA","02152","42.363929","-70.970178","","Seasonal (May through September)"
"Great Brook Farm State Park","165 North Rd, Carlisle, MA","01741","42.554943","-71.349909","7:30 AM - 6:30 PM",""
"Ashland Town Hall","101 Main St, Ashland, MA","01721","42.261137","-71.466165","Monday, Tuesday, Thursday: 8 AM - 3:30 PM\r\nWednesday: 8 AM - 7 PM\r\nFriday - Saturday: Closed",""
"Ashland Public Library","66 Front Street Ashland, MA","01721","42.260790","-71.463201","Monday - Thursday: 10 AM - 8 PM\r\nFriday: 10 AM - 5 PM\r\nSaturday: 9 AM - 4 PM\r\nSunday: Closed",""
"Hopkinton Public Library","13 Main St, Hopkinton, MA","01748","42.228642","-71.519568","Monday - Thursday: 9 AM - 8 PM\r\nFriday, Saturday: 9 AM - 5 PM\r\nSunday: Closed",""
"Hopkinton Town Hall","18 Main St, Hopkinton, MA","01748","42.229044","-71.520295","Monday, Wednesday, Thursday: 8 AM - 4:30 PM\r\nTuesday: 8 AM - 7 PM\r\nFriday: 8 AM - 2 PM\r\nWeekends: Closed",""
"Saugus Town Hall","298 Central St, Saugus, MA","01906","42.465292","-71.009138","Monday: 8:30 AM - 7 PM\r\nTuesday - Thursday: 8:15 AM - 5 PM\r\nFriday: 8:15 AM - 12:30 PM\r\nWeekends: Closed",""
"Saugus Public Library","295 Central Street, Saugus, MA","01906","42.465326","-71.010181","Monday - Thursday: 9 AM - 8 PM\r\nFriday: 9 AM - 2 PM\r\nWeekends: Closed",""
"Hull Town Hall","253 Atlantic Ave, Hull, MA","02045","42.265252","-70.846022","Monday - Thursday: 7:45 AM - 5 PM\r\nFriday - Sunday: Closed",""
"Hull Public Library","9 Main St, Hull, MA","02045","42.302155","-70.906576","Monday, Thursday: 10 AM - 7 PM\r\nTuesday, Wednesday: 10 AM - 5 PM\r\nFriday, Saturday: 10 AM - 2 PM\r\nSunday: Closed",""
"Thayer Public Library","798 Washington St, Braintree, MA","02184","42.205662","-71.004267","Monday - Thursday: 9 AM - 8 PM\r\nFriday: 9 AM - 5 PM\r\nWeekends: Closed",""
"Braintree Town Hall","1 John F Kennedy Memorial Dr, Braintree, MA","02184","42.206028","-71.005358","Monday, Wednesday, Thursday: 8:30 AM - 4:30 PM\r\nTuesday: 8:30 AM - 7 PM\r\nFriday: 8:30 AM - 1 PM\r\nWeekends: Closed",""
"Randolph Town Hall","41 South Main St, Randolph, MA","02368","42.161336","-71.042935","Weekdays: 8:30 AM - 4:30 PM\r\nWeekends: Closed",""
"Turner Free Library","2 North Main St, Randolph, MA","02368","42.163069","-71.041606","Monday - Wednesday: 9 AM - 8 PM\r\nThursday - Saturday: 9 AM - 5 PM\r\nSunday: Closed",""
"Attleboro Public Library","74 N Main St, Attleboro, MA","02703","41.946090","-71.286810","Monday, Wednesday: 8:30 AM - 8:30 PM\r\nTuesday, Friday, Saturday: 8:30 AM - 4:30 PM\r\nSunday: Closed",""
"Attleboro City Hall","77 Park St, Attleboro, MA","02703","41.943752","-71.280730","Weekdays: 8:30 AM - 4:30 PM\r\nWeekends: Closed",""
"North Attleboro Town Hall","43 S Washington St, North Attleborough, MA","02760","41.980896","-71.334052","Monday: 8 AM - 6 PM\r\nTuesday - Thursday: 8 AM - 4 PM\r\nFriday: 8 AM - 12 PM\r\nWeekends: Closed",""
"Berkley Town Hall","1 North Main St, Berkley, MA","02779","41.845544","-71.082419","Monday, Tuesday, Thursday: 9:30 AM - 2:30 PM\r\nWednesday: 6 PM - 8 PM\r\nFriday - Sunday: Closed",""
"Berkley Public Library","2 North Main St, Berkley, MA","02779","41.846968","-71.082412","Tuesday: 9 AM - 5 PM\r\nWednesday, Thursday: 1 PM - 8 PM\r\nFriday: 9 AM - 12 PM\r\nSaturday: 9 AM - 2 PM\r\nSunday, Monday: Closed",""
"Dighton Town Hall and Public Library","979 Somerset Ave, Dighton, MA","02715","41.839378","-71.118052","Town Hall:\r\nMonday, Tuesday, Thursday: 7:30 AM - 4:30 PM\r\nWednesday: 7:30 AM - 5:30 PM\r\nFriday - Sunday: Closed\r\n\r\nLibrary:\r\nMonday: 12 PM - 8 PM\r\nTuesday - Thursday: 10 AM - 6 PM\r\nSaturday: 10 AM - 3 PM\r\nFriday, Sunday: Closed",""
"Easton Town Hall","136 Elm St, Easton, MA","02356","42.074882","-71.095898","Monday: 8:30 AM - 7:30 PM\r\nTuesday - Thursday: 8:30 AM - 4:30 PM\r\nFriday: 8:30 AM - 12:30 PM\r\nWeekends: Closed",""
"Ames Free Library","53 Main Street, Easton, MA","02356","42.067233","-71.105294","Monday - Thursday: 9 AM - 8 PM\r\nFriday: 9 AM - 5 PM\r\nSaturday: 10 AM - 5 PM\r\nSunday: Closed",""
"Freetown Town Hall","3 North Main St, Freetown, MA","02702","41.795466","-71.068084","Monday - Thursday: 8 AM - 4 PM\r\nFriday: 8 AM - 12 PM\r\nWeekends: Closed",""
"Guilford H. Hathaway Library","6 North Main Street, Freetown, MA","02702","41.795764","-71.067716","Monday, Friday: 12 PM - 5 PM\r\nWednesday: 10 AM - 7 PM\r\nTuesday, Thursday, Weekends: Closed",""
"James White Memorial Library","5 Washburn Road, Freetown, MA","02717","41.774436","-70.959394","Tuesday, Thursday: 10 AM - 7 PM\r\nFriday: 10 AM - 3 PM\r\nSaturday: 12 PM - 3 PM\r\nSunday, Monday, Wednesday: Closed",""
"Mansfield Town Hall","6 Park Row, Mansfield, MA","02048","42.023469","-71.215594","Monday, Tuesday, Thursday: 8 AM - 4 PM\r\nWednesday: 8 AM - 8 PM\r\nFriday: 8 AM - 12 PM\r\nWeekends: Closed",""
"Mansfield Public Library","255 Hope St, Mansfield, MA","02048","42.033906","-71.209790","Monday - Thursday: 10 AM - 8 PM\r\nFriday: 10 AM - 5 PM\r\nSaturday: 10 AM - 4 PM\r\nSunday: Closed",""
"Norton Public Library","68 East Main Street, Norton, MA","02766","41.970563","-71.181260","Monday, Tuesday, Thursday: 9:30 AM - 7:30 PM\r\nWednesday, Friday: 9:30 AM - 2:30 PM\r\nWeekends: Closed",""
"Norton Town Hall","70 East Main St, Norton, MA","02766","41.971100","-71.179863","Monday - Wednesday: 8:30 AM - 4:30 PM\r\nThursday: 8:30 AM - 7:30 PM\r\nFriday: 8:30 AM - 12:30 PM\r\nWeekends: Closed",""
"Raynham Town Hall","558 S Main St, Raynham, MA","02767","41.918200","-71.057138","Monday, Wednesday, Thursday: 8:30 AM - 4:30 PM\r\nTuesday: 8:30 AM - 4:30 PM, 6 PM - 8 PM\r\nFriday: 8:30 AM - 12:30 PM\r\nWeekends: Closed",""
"Raynham Public Library","760 S Main St, Raynham, MA","02767","41.922760","-71.053049","Monday - Wednesday: 10 AM - 8 PM\r\nThursday, Friday: 10 AM - 5 PM\r\nSaturday: 10 AM - 4 PM\r\nSunday: Closed",""
"Blanding Library","124 Bay State Rd, Rehoboth, MA","02769","41.841332","-71.249567","Monday - Thursday: 10 AM - 8 PM\r\nFriday, Saturday: 10 AM - 4 PM\r\nSunday: Closed",""
"Rehoboth Town Office Building","340 Anawan St, Rehoboth, MA","02769","41.861212","-71.238371","",""
"Seekonk Town Hall","100 Peck St, Seekonk, MA","02771","41.830131","-71.325268","Monday, Tuesday, Thursday: 8:30 AM - 4:30 PM\r\nWednesday: 8:30 AM - 7 PM\r\nFriday: 8:30 AM - 12 PM\r\nWeekends: Closed",""
"Seekonk Public Library","410 Newman Ave, Seekonk, MA","02771","41.853308","-71.329439","Monday - Thursday: 9 AM - 8 PM\r\nFriday, Saturday: 9 AM - 5 PM\r\nSunday: Closed",""
"Taunton Public Library","12 Pleasant St, Taunton, MA","02780","41.903679","-71.094842","Monday - Thursday: 8 AM - 8 PM\r\nFriday: 8 AM - 5 PM\r\nWeekends: Closed",""
"Taunton City Hall","15 Summer St, Taunton, MA","02780","41.901184","-71.089655","Monday, Wednesday, Thursday: 8 AM - 4 PM\r\nTuesday: 8 AM - 7 PM\r\nFriday: 8 AM - 12 PM\r\nWeekends: Closed",""
"Abington Public Library","600 Gliniewicz Way, Abington, MA","02351","42.117760","-70.957528","Monday - Thursday: 10 AM - 8:15 PM\r\nFriday: 12:30 PM - 4:45 PM\r\nWeekends: Closed",""
"Abington Town Hall","500 Gliniewicz Way, Abington, MA","02351","42.117763","-70.957659","Monday - Thursday: 8:30 AM - 4:30 PM\r\nFriday: 8:30 AM - 12:30 PM\r\nWeekends: Closed",""
"Cambridge Water Department","250 Fresh Pond Pkwy, Cambridge, MA","02138","42.383784","-71.147561","TBD","Seasonal portapotties, along with seasonally accessible bathrooms inside the building"
"Dedham Town Hall","450 Washington St, Dedham, MA","02026","42.245678","-71.174957","Monday, Tuesday, Thursday, Friday: 8:30 AM - 4:30 PM\r\nWednesday: 8:30 AM - 7 PM\r\nWeekends: Closed",""
"Dedham Public Library - Main Branch","43 Church Street, Dedham, MA","02026","42.247822","-71.176152","Monday - Thursday: 9 AM - 8 PM\r\nFriday, Saturday: 9 AM - 5 PM\r\nSunday: Closed",""
"Dedham Public Library - Endicott Branch","257 Mt Vernon St, Dedham, MA","02026","42.240012","-71.160946","Monday, Wednesday, Friday: 9 AM - 5 PM\r\nTuesday, Thursday: 12 PM - 8 PM\r\nSunday: 10 AM - 2 PM\r\nSaturday: Closed",""
